Time,Latitude,Longitude,Depth/Km,Magnitude,errorMag
43:51.4,42.7712,13.1808,9.5,2.5,0.113245679
53:58.2,42.8002,13.2622,8.5,2.3,0.113255679
58:42.0,42.7898,13.1903,8.9,2.8,0.113265679
00:49.6,42.7407,13.2562,9.9,2,0.113275679
10:18.8,42.6502,13.2383,10.6,2.8,0.113285679
22:49.2,42.646,13.2422,12.2,2.5,0.113295679
26:02.6,42.8012,13.2107,8.8,2.8,0.113305679
30:00.9,42.605,13.2357,12.4,2,0.113315679
31:00.7,42.6257,13.309,9,2,0.113325679
32:06.4,42.8255,13.1512,9.9,2,0.113335679
38:00.1,42.7897,13.2163,7.8,2.7,0.113345679
44:00.4,42.7968,13.2402,6.3,2.3,0.113355679
56:20.6,42.749,13.1752,10.3,2.4,0.113365679
02:57.7,42.6858,13.2227,10,2.3,0.113375679
06:11.6,42.7273,13.2193,10,2.1,0.113385679
08:36.4,42.6512,13.3003,7.8,2.4,0.113395679
14:30.0,42.7757,13.1608,8.2,2.7,0.113405679
16:29.2,42.785,13.2188,10.3,2.7,0.113415679
17:40.0,42.6277,13.2982,7.9,2,0.113425679
19:47.3,42.8132,13.1895,8.2,2.1,0.113435679
21:36.1,42.7808,13.1477,8.7,3.3,0.113445679
23:45.0,42.7753,13.2518,7.6,2.5,0.113455679
56:22.9,42.6537,13.2163,11.3,2.2,0.113465679
05:51.8,42.7778,13.1855,9.3,2.8,0.113475679
12:27.5,42.7542,13.1867,9.9,2.4,0.113485679
13:21.5,42.6163,13.2908,9.9,2.2,0.113495679
15:38.1,42.7888,13.1532,11.4,2.3,0.113505679
27:48.3,42.7587,13.1047,8.4,2.9,0.113515679
29:45.7,42.6485,13.2955,5.6,2.4,0.113525679
35:25.3,42.7577,13.0885,10.7,2,0.113535679
39:06.2,42.6725,13.1917,9.6,2,0.113545679
39:30.3,42.6053,13.2318,18,2.2,0.113555679
45:44.8,42.8038,13.1722,10.1,3.1,0.113565679
55:10.9,42.6597,13.2137,10.7,2.3,0.113575679
00:36.5,42.8057,13.1877,9.3,2.1,0.113585679
02:02.5,42.6415,13.3043,11.1,2.1,0.113595679
02:02.6,42.6643,13.2998,0.7,2.2,0.113605679
10:52.3,42.8368,13.1493,8.6,2,0.113615679
15:47.0,42.6588,13.2812,10.7,2.1,0.113625679
20:24.3,42.7923,13.2028,9.6,2.5,0.113635679
22:05.5,42.7935,13.1687,10.2,2.1,0.113645679
23:12.1,42.7422,13.178,10.8,2.2,0.113655679
35:34.3,42.7807,13.1297,10.6,2,0.113665679
56:09.9,42.7027,13.2243,10.7,2.2,0.113675679
57:19.8,42.7288,13.2393,10.8,2.7,0.113685679
03:02.7,42.7405,13.2337,8.9,2.3,0.113695679
03:51.2,42.813,13.1973,9.2,2,0.113705679
04:57.8,42.7533,13.2353,7.5,2.1,0.113715679
06:16.8,42.7325,13.2442,10.4,2.4,0.113725679
07:57.2,42.8,13.2522,8.4,2,0.113735679
22:05.8,42.6535,13.2098,11.8,4,0.113745679
24:55.8,42.7505,13.2323,9.4,3.4,0.113755679
28:23.4,42.6017,13.231,15.9,2.5,0.113765679
30:04.5,42.6503,13.2212,10.4,2.5,0.113775679
32:10.5,42.6638,13.226,5.8,2.9,0.113785679
36:56.7,42.563,13.2658,13.5,2.2,0.113795679
59:36.9,42.8287,13.2512,7.9,2.7,0.113805679
05:52.7,42.8458,13.2387,8.9,2,0.113815679
07:25.3,42.6933,13.2727,10.6,2.1,0.113825679
09:50.8,42.7628,13.1497,10.7,2.1,0.113835679
11:21.0,42.4902,13.2318,10.4,2.3,0.113845679
12:34.7,42.6063,13.3035,11.1,2.9,0.113855679
16:15.0,42.7538,13.1092,7.6,2.5,0.113865679
17:03.0,42.6202,13.2968,7.8,2.6,0.113875679
19:15.4,42.7208,13.2077,10.4,2.1,0.113885679
19:37.6,42.8473,13.2627,9.7,2.4,0.113895679
32:38.7,42.6413,13.2127,10.1,2.7,0.113905679
34:35.5,42.5353,13.2313,9.4,2.1,0.113915679
35:24.1,42.661,13.2563,8.3,2.4,0.113925679
37:20.5,42.6187,13.2667,10.6,2.1,0.113935679
42:45.4,42.7668,13.191,11.2,2.4,0.113945679
44:39.1,42.8077,13.2048,9.3,2,0.113955679
48:28.3,42.9918,13.2743,29,2.3,0.113965679
50:13.8,42.7545,13.1942,9.6,2,0.113975679
55:57.5,42.5995,13.2158,15.9,2,0.113985679
57:52.4,42.7505,13.1995,9.6,2.5,0.113995679
58:44.7,42.8068,13.1557,9.1,2.2,0.114005679
05:30.7,42.6298,13.2463,15.2,2,0.114015679
14:05.9,42.7407,13.1847,9.9,2,0.114025679
21:25.2,42.8063,13.1493,8.8,2.7,0.114035679
21:25.1,42.8085,13.1547,9.6,2.7,0.114045679
23:10.0,42.7962,13.1515,8.6,2.2,0.114055679
23:10.3,42.8053,13.1393,9.4,2,0.114065679
28:46.9,42.7577,13.1872,9.7,2.3,0.114075679
29:40.1,42.7533,13.1917,9.3,2.1,0.114085679
35:48.7,42.7512,13.2057,9.9,2.1,0.114095679
41:29.5,42.6517,13.2992,7.1,2,0.114105679
42:24.8,42.7078,13.2368,9.3,2,0.114115679
51:57.7,42.962,13.1595,9.3,2.7,0.114125679
52:15.5,42.8392,13.2097,8.5,2.7,0.114135679
03:25.9,42.8068,13.195,9.9,2,0.114145679
03:55.5,42.7292,13.2053,9.1,2,0.114155679
07:13.1,42.82,13.2247,9.7,2.1,0.114165679
08:01.6,42.6412,13.3382,4,2,0.114175679
09:53.2,42.6113,13.3078,10,2.1,0.114185679
29:13.3,42.7632,13.116,8.3,2.7,0.114195679
36:28.3,42.6422,13.3068,9.6,2.5,0.114205679
57:41.4,42.8007,13.1428,10.6,2.1,0.114215679
10:57.5,42.8312,13.1538,9.7,2.6,0.114225679
15:04.4,42.8112,13.154,9.3,2.4,0.114235679
17:16.7,42.7452,13.1927,9,4.3,0.114245679
21:19.2,42.7545,13.1998,9.9,2.3,0.114255679
22:03.8,42.7628,13.2047,9.8,2.2,0.114265679
26:53.4,42.8415,13.255,8.6,2.1,0.114275679
28:29.5,42.7372,13.2188,10.2,2.2,0.114285679
30:32.0,42.8625,13.0177,10.6,2.6,0.114295679
31:11.7,42.7913,13.1517,9.4,2.2,0.114305679
34:20.4,42.7563,13.1747,10.5,2,0.114315679
34:53.1,42.7677,13.1682,10.4,2.2,0.114325679
37:08.1,42.7918,13.2328,9.2,2.3,0.114335679
38:03.2,42.7648,13.1838,10.2,2.3,0.114345679
40:07.7,42.7568,13.1955,9.5,2.1,0.114355679
48:30.7,42.7105,13.2268,9,2.1,0.114365679
49:17.5,42.7357,13.1973,10.1,2.1,0.114375679
50:17.7,42.753,13.1983,8.9,2.1,0.114385679
51:33.3,42.8257,13.2453,9.3,2,0.114395679
55:39.4,42.7525,13.1817,10.2,2.1,0.114405679
01:54.1,42.7608,13.2025,9.8,2,0.114415679
03:01.8,42.7332,13.1993,9.7,2.3,0.114425679
03:29.9,42.5778,13.2388,10.6,2.2,0.114435679
12:11.8,42.6913,13.2343,10.2,3.3,0.114445679
13:26.9,42.6148,13.2938,6.8,2.9,0.114455679
16:32.0,42.6832,13.2578,10.9,2,0.114465679
22:03.1,42.7638,13.2268,10.3,2.2,0.114475679
38:44.2,42.7412,13.2033,10.2,2,0.114485679
41:34.5,42.8452,13.221,8.6,2.4,0.114495679
46:21.0,42.7953,13.2033,9,2.6,0.114505679
47:10.3,42.7603,13.2062,9.5,2.5,0.114515679
51:40.2,42.6323,13.3263,8.2,3.8,0.114525679
53:21.9,42.812,13.2123,8.4,2.8,0.114535679
56:57.5,42.7845,13.1753,6.3,2.9,0.114545679
56:57.3,42.7905,13.2153,7.9,2.9,0.114555679
47:47.2,42.7892,13.2075,9.4,2.1,0.114565679
47:47.1,42.7917,13.216,9.5,2.4,0.114575679
56:14.8,42.6277,13.2372,10.9,2.3,0.114585679
58:16.3,42.6197,13.2258,10.4,2.2,0.114595679
19:19.8,42.8027,13.1437,10.3,2.1,0.114605679
32:23.6,42.6158,13.2768,11.5,2.6,0.114615679
38:17.0,42.7453,13.2217,9,2.1,0.114625679
51:47.6,42.6218,13.2183,9.9,2.7,0.114635679
55:23.9,42.7592,13.2278,9.9,2.3,0.114645679
00:54.8,42.6188,13.3012,8.3,2.2,0.114655679
03:16.6,42.8742,13.2278,8.1,2.7,0.114665679
06:46.7,42.6213,13.2533,10.3,2.2,0.114675679
08:04.3,42.7488,13.2178,9.9,2.6,0.114685679
23:19.1,42.6227,13.3152,12.3,2.5,0.114695679
27:54.4,42.7557,13.196,10.7,2.5,0.114705679
39:17.2,42.782,13.2098,10.5,2.2,0.114715679
45:59.8,42.6192,13.2292,11.4,2.3,0.114725679
21:32.1,42.6532,13.2873,6.7,2.7,0.114735679
21:52.3,42.8352,13.2547,8.4,2.8,0.114745679
23:55.7,42.7388,13.2305,10.2,2.3,0.114755679
27:06.5,42.7393,13.2198,10.4,2.6,0.114765679
34:03.6,42.8068,13.226,7.4,2,0.114775679
35:14.4,42.6192,13.2902,7.8,2,0.114785679
38:30.9,42.7458,13.2307,10.3,2.1,0.114795679
59:37.4,42.6137,13.3032,6.9,3.2,0.114805679
00:37.2,42.6612,13.2633,14.5,2.3,0.114815679
08:16.1,42.6938,13.3038,10.1,2,0.114825679
30:28.5,42.6125,13.2362,10.8,2.5,0.114835679
32:34.2,42.7757,13.108,6.7,2.2,0.114845679
45:44.2,42.7982,13.1757,9.8,2,0.114855679
07:59.2,42.6982,13.2355,10.6,2.1,0.114865679
26:52.7,42.6528,13.2943,7.8,2.3,0.114875679
41:43.0,42.7613,13.2593,8.5,2.3,0.114885679
46:00.5,42.7405,13.1342,9.7,2.5,0.114895679
48:49.2,42.6657,13.2622,9.9,2.3,0.114905679
50:53.8,42.6117,13.2618,11.5,2.4,0.114915679
54:14.0,42.6072,13.3067,8.2,2.5,0.114925679
55:18.2,42.7575,13.2023,9.9,2.5,0.114935679
01:30.4,42.6348,13.2092,13.7,2.2,0.114945679
03:33.7,42.6397,13.2217,10.9,2.1,0.114955679
19:40.1,42.8072,13.1563,10.1,2.1,0.114965679
21:59.6,42.8123,13.1763,10.3,2.8,0.114975679
21:59.7,42.8148,13.1697,9.4,2.9,0.114985679
28:42.2,42.8022,13.2648,10.7,2.2,0.114995679
36:47.6,42.5837,13.2723,10.8,2,0.115005679
38:35.6,42.6167,13.305,9,2.3,0.115015679
45:50.7,42.7917,13.2352,7.1,2.1,0.115025679
53:11.2,42.6378,13.2173,13.7,2.4,0.115035679
12:02.5,42.7522,13.2088,9.8,2.1,0.115045679
16:52.7,42.8368,13.2242,9.2,2.1,0.115055679
18:11.8,42.6997,13.2462,10.8,2.1,0.115065679
21:58.5,42.6132,13.2522,10.7,3.2,0.115075679
36:05.2,42.6003,13.2823,7.5,4.4,0.115085679
39:19.9,42.7693,13.1258,10.7,2.7,0.115095679
42:00.1,42.7342,13.1623,8.7,2.2,0.115105679
43:00.0,42.6852,13.2048,10.8,2,0.115115679
47:55.7,42.623,13.2915,7.2,2.8,0.115125679
50:19.8,42.7288,13.1748,10.1,2.3,0.115135679
51:24.6,42.6227,13.3027,7.5,2,0.115145679
55:00.7,42.8622,13.2407,8.1,2,0.115155679
55:30.6,42.7988,13.2425,9.1,2.2,0.115165679
09:53.7,42.621,13.2883,8.2,2.7,0.115175679
12:32.9,42.7682,13.246,8.9,2,0.115185679
13:11.6,42.6067,13.3127,11,2.1,0.115195679
16:24.2,42.6718,13.2158,10.4,2.3,0.115205679
19:40.3,42.7707,13.2215,14,2.4,0.115215679
27:22.2,42.61,13.3033,7.5,2.2,0.115225679
34:55.4,42.605,13.294,9.6,2.8,0.115235679
36:09.3,42.81,13.1987,10,2.1,0.115245679
37:34.0,42.746,13.1982,10.5,2.2,0.115255679
46:09.0,42.6212,13.2987,8.5,2.1,0.115265679
47:27.5,42.7247,13.209,10.7,2.4,0.115275679
54:50.0,42.6807,13.2195,10.1,2.2,0.115285679
07:48.7,42.6267,13.3017,8.3,2.2,0.115295679
17:18.6,42.7773,13.1187,8.1,2.7,0.115305679
25:08.2,42.783,13.1197,7.6,2,0.115315679
25:48.4,42.7427,13.2463,10.2,2.2,0.115325679
55:33.6,42.7948,13.2022,9.1,2.5,0.115335679
58:47.6,42.8123,13.245,8.5,2.1,0.115345679
06:43.2,42.8093,13.2372,8.4,2.1,0.115355679
14:50.6,42.7322,13.2343,9.3,2.1,0.115365679
15:24.7,42.7993,13.2092,10,2.2,0.115375679
22:30.0,42.8432,13.2212,7.8,2.9,0.115385679
24:09.7,42.6198,13.2957,9.7,2,0.115395679
32:53.0,42.6863,13.2095,10.3,2.5,0.115405679
49:07.7,42.8162,13.2393,9.4,2.1,0.115415679
00:51.9,42.8285,13.2318,8.6,2.1,0.115425679
09:22.8,42.7037,13.2243,8.2,2.4,0.115435679
10:28.8,42.6785,13.1877,10.4,2.4,0.115445679
23:44.8,42.8088,13.2493,9,2.7,0.115455679
32:10.9,42.7987,13.2158,10,2.1,0.115465679
47:25.0,42.8315,13.2227,9,2,0.115475679
54:38.4,42.6107,13.2985,7.5,2.3,0.115485679
57:43.1,42.8048,13.2012,9.9,2,0.115495679
59:13.3,42.7763,13.2478,9.6,2.3,0.115505679
00:15.0,42.8153,13.1932,10.5,2.2,0.115515679
22:42.5,42.6612,13.2603,10,2,0.115525679
30:24.2,42.6258,13.2995,8,2.1,0.115535679
31:10.2,42.8108,13.2493,7.3,2.7,0.115545679
31:59.9,42.7548,13.1677,11,2.1,0.115555679
32:25.1,42.8338,13.1598,10.3,2.2,0.115565679
37:39.2,42.7567,13.1487,9.2,2.5,0.115575679
45:23.4,42.6412,13.2998,10.9,2.1,0.115585679
51:25.2,42.6058,13.2938,7.9,2.5,0.115595679
59:55.9,42.7917,13.2623,11.1,2.2,0.115605679
02:54.5,42.6083,13.2997,8.2,2,0.115615679
08:10.3,42.6083,13.2673,10.3,2.2,0.115625679
29:08.0,42.63,13.3088,7.6,2.8,0.115635679
34:41.2,42.6342,13.2262,9.2,2.3,0.115645679
42:31.9,42.7658,13.1483,9.9,2,0.115655679
47:02.9,42.7392,13.176,10.9,2,0.115665679
00:58.0,42.6177,13.2983,7.5,2.2,0.115675679
05:31.2,42.644,13.2838,8,2.2,0.115685679
07:14.0,42.8025,13.1628,10.2,2.1,0.115695679
12:23.6,42.7825,13.1778,16.7,2,0.115705679
31:28.6,42.7923,13.2163,8.9,2.4,0.115715679
32:43.1,42.739,13.2203,10.4,2.3,0.115725679
40:45.0,42.5908,13.2883,10.4,3.4,0.115735679
44:02.4,42.6115,13.2267,14.6,2.1,0.115745679
48:49.8,42.6062,13.2968,9.6,2.6,0.115755679
17:48.6,42.7623,13.158,10.4,2,0.115765679
26:48.5,42.6258,13.2252,9.7,2.4,0.115775679
40:42.0,42.8187,13.1925,10.1,2.3,0.115785679
42:37.4,42.7912,13.1968,6.6,2,0.115795679
49:44.2,42.812,13.1817,15.3,2.2,0.115805679
55:13.3,42.792,13.1487,10.8,2.2,0.115815679
59:27.8,42.8188,13.1637,8.8,2.3,0.115825679
00:16.6,42.6348,13.2967,10.5,2.2,0.115835679
05:17.4,42.7252,13.1923,10.4,2.5,0.115845679
06:06.4,42.6408,13.2913,8.3,2.7,0.115855679
09:31.5,42.7198,13.2247,9.9,2,0.115865679
14:24.2,42.6237,13.2902,7.9,2.6,0.115875679
14:24.3,42.6298,13.2972,8.1,2.4,0.115885679
16:23.1,42.5332,13.2217,10.6,2.2,0.115895679
20:47.6,42.7233,13.2213,10.4,2,0.115905679
24:21.3,42.7347,13.2017,8.7,2,0.115915679
26:37.3,42.8257,13.1568,8.4,2.4,0.115925679
27:19.4,42.6038,13.2507,10.7,2.5,0.115935679
39:17.4,42.8048,13.2113,9.9,2.4,0.115945679
40:46.8,42.8128,13.2102,12.6,2.2,0.115955679
53:25.4,42.8182,13.1487,8,2,0.115965679
56:04.2,42.8168,13.1508,4.2,2.1,0.115975679
08:55.1,42.8447,13.1717,13.3,2.1,0.115985679
13:06.8,42.7365,13.3098,19.3,2.6,0.115995679
13:45.5,42.8317,13.1635,10.2,2.3,0.116005679
16:24.6,42.7497,13.1895,9.6,2.1,0.116015679
20:03.4,42.8323,13.1598,9.9,2,0.116025679
24:41.6,42.7368,13.1947,6.5,2,0.116035679
43:46.0,42.7273,13.2498,10,2.3,0.116045679
45:10.8,42.6165,13.2255,11.2,2.3,0.116055679
46:23.7,42.8062,13.223,7.8,3.1,0.116065679
46:23.8,42.8118,13.2147,9.3,2.8,0.116075679
47:17.3,42.8133,13.1842,8,2.3,0.116085679
48:16.2,42.772,13.1577,11.1,2,0.116095679
54:20.6,42.8217,13.2108,6.7,2.2,0.116105679
56:26.7,42.8123,13.233,7.8,2,0.116115679
28:10.9,42.8242,13.1417,9.6,2,0.116125679
34:07.6,42.8408,13.137,8.2,2,0.116135679
35:45.1,42.7717,13.2427,9.3,2.3,0.116145679
36:13.8,42.6138,13.317,11,2,0.116155679
49:55.6,42.8047,13.2337,9,3.6,0.116165679
02:17.7,42.8072,13.1857,6.9,2.1,0.116175679
04:09.2,42.6617,13.2842,8.3,3.6,0.116185679
13:29.8,42.805,13.2078,9.2,2.3,0.116195679
19:59.2,42.7402,13.2243,6.3,2,0.116205679
29:31.9,42.7225,13.1993,10.8,2.3,0.116215679
30:22.7,42.7317,13.1858,10.3,2.3,0.116225679
36:29.9,42.6753,13.2233,12,2.1,0.116235679
53:20.0,42.6252,13.2435,10.9,2.1,0.116245679
06:47.2,42.6227,13.3058,11.1,2.2,0.116255679
09:00.4,42.7892,13.2265,5.4,2,0.116265679
09:59.9,42.7555,13.1952,9.6,2.2,0.116275679
26:49.2,42.8215,13.1567,9,2.1,0.116285679
41:06.6,42.8103,13.2402,9.3,2.3,0.116295679
04:40.4,42.8277,13.1465,11.1,2,0.116305679
05:05.4,42.8025,13.17,9.9,2.2,0.116315679
08:21.4,42.848,13.2087,6.8,2.1,0.116325679
35:25.8,42.8063,13.1567,8.7,2.7,0.116335679
53:15.7,42.7328,13.2713,9.8,2.2,0.116345679
55:08.3,42.6233,13.3027,10.6,2.1,0.116355679
05:51.4,42.7293,13.237,9.5,2.1,0.116365679
06:25.4,42.6818,13.2103,10.6,2.1,0.116375679
08:51.2,42.6193,13.3087,9.1,2.5,0.116385679
14:39.7,42.716,13.2797,10.6,2.2,0.116395679
24:01.6,43.2828,12.6533,9.9,2,0.116405679
31:00.8,42.7953,13.1972,10.2,2.4,0.116415679
37:42.8,42.7628,13.1868,9.6,2.1,0.116425679
02:24.1,42.8073,13.1498,10.1,2,0.116435679
08:03.1,42.6975,13.2305,10.7,3,0.116445679
09:45.4,42.6953,13.2363,9.5,2.3,0.116455679
11:56.0,42.6163,13.2985,11,2.1,0.116465679
21:09.9,42.6153,13.2952,7.5,3,0.116475679
28:25.9,42.6048,13.2915,8.7,4.8,0.116485679
33:57.3,42.6183,13.2987,7,2.6,0.116495679
35:51.8,42.7177,13.2668,10.1,2.7,0.116505679
37:12.9,42.5982,13.3077,10,2,0.116515679
39:49.4,42.7567,13.1682,9.4,2.4,0.116525679
41:21.4,42.623,13.2982,10.7,2.8,0.116535679
42:02.5,42.619,13.3032,9.8,2.7,0.116545679
42:58.3,42.7063,13.2333,9.8,2.1,0.116555679
45:02.3,42.6095,13.2793,5.4,2.5,0.116565679
45:48.2,42.6143,13.31,10.2,2.3,0.116575679
46:37.5,42.6807,13.1823,9.9,2,0.116585679
48:20.6,42.6038,13.3013,8.9,2.1,0.116595679
49:06.7,42.8227,13.2533,8.5,2.1,0.116605679
50:41.7,42.7845,13.1678,10.3,2.1,0.116615679
53:35.7,42.626,13.2925,5.3,2.1,0.116625679
54:39.2,42.7518,13.2442,10.8,2.1,0.116635679
56:12.0,42.6105,13.3022,6.1,2.5,0.116645679
03:51.9,42.6075,13.3147,9.2,2.7,0.116655679
08:30.6,42.7778,13.1587,9.8,3.2,0.116665679
08:54.8,42.6188,13.2985,7.5,3.3,0.116675679
15:44.3,42.6302,13.2933,7.2,2.4,0.116685679
17:05.3,42.7528,13.2125,9.8,3.2,0.116695679
18:49.9,42.5952,13.3243,8.8,2.2,0.116705679
20:02.2,42.6413,13.2483,9.4,2.1,0.116715679
26:26.8,42.6217,13.3032,6.7,2.6,0.116725679
26:59.7,42.8083,13.147,9.7,2.8,0.116735679
32:52.3,42.7723,13.1493,8.5,3.3,0.116745679
34:32.3,42.8077,13.1918,9.2,2.4,0.116755679
36:38.1,42.5963,13.3097,11.2,2.3,0.116765679
37:13.2,42.8038,13.1622,10.4,2.3,0.116775679
40:27.3,42.6115,13.3013,7,2.3,0.116785679
43:58.4,42.6025,13.3037,6.3,2.4,0.116795679
45:07.4,42.5985,13.2975,7.3,2.8,0.116805679
50:34.2,42.6298,13.2967,6.8,3.1,0.116815679
51:17.6,42.5673,13.2887,10.2,3,0.116825679
52:39.5,42.6115,13.3052,6.6,2.4,0.116835679
08:11.9,42.7592,12.8647,7.1,2.8,0.116845679
13:14.9,42.9167,13.256,7.5,2.2,0.116855679
17:16.8,42.6013,13.3048,9.1,2.1,0.116865679
25:34.2,42.8143,13.2448,8.4,2.1,0.116875679
31:24.7,42.6213,13.3005,7.2,2.4,0.116885679
32:45.2,42.616,13.311,8.2,2.4,0.116895679
52:47.1,42.6083,13.2918,7.4,2.1,0.116905679
54:20.0,42.6002,13.2972,5.9,2.3,0.116915679
00:02.2,42.7937,13.203,10.3,2.5,0.116925679
00:02.2,42.7952,13.2067,9.6,2.4,0.116935679
13:37.8,42.6093,13.2998,7.5,2.1,0.116945679
18:57.3,42.6167,13.2998,6.7,2.6,0.116955679
24:14.2,42.6315,13.3017,9.7,2.2,0.116965679
29:05.2,42.7882,13.2142,10,2.7,0.116975679
30:11.8,42.7657,13.1893,10.4,2.5,0.116985679
47:29.0,42.774,13.1493,6.8,2.3,0.116995679
56:40.3,42.778,13.2133,9.2,2,0.117005679
58:25.6,42.6283,13.2867,5.3,2.3,0.117015679
14:05.5,42.6117,13.2973,7.8,2.7,0.117025679
18:52.6,42.8063,13.2463,6.2,2.4,0.117035679
18:52.5,42.8122,13.245,6.4,2.1,0.117045679
44:54.8,42.7697,13.1227,10.8,2.2,0.117055679
45:36.3,42.7968,13.1413,8.5,2.1,0.117065679
51:10.2,42.7487,13.218,7.9,2.1,0.117075679
09:44.8,42.7967,13.1558,9,2,0.117085679
10:28.5,42.7473,13.2298,9.2,2.1,0.117095679
24:10.4,42.7792,13.1785,9.8,2.8,0.117105679
32:03.7,42.7683,13.1087,10.5,2.2,0.117115679
33:10.0,42.7662,13.1893,10,2.1,0.117125679
39:53.7,42.7967,13.2152,9.1,2.5,0.117135679
41:18.5,42.7888,13.2078,7.9,2.2,0.117145679
43:55.5,42.6098,13.2987,6.3,2.3,0.117155679
44:25.0,42.6243,13.3083,6.9,2.4,0.117165679
22:46.6,42.7157,13.2105,10.2,2,0.117175679
33:59.1,42.8623,13.1603,10.7,2.3,0.117185679
34:56.4,42.629,13.3073,6.3,2.1,0.117195679
39:01.0,42.6152,13.308,10.8,2.3,0.117205679
44:19.8,42.8338,13.1602,10.7,2,0.117215679
49:21.4,42.6332,13.307,7.8,2.1,0.117225679
49:48.0,42.5705,13.4015,9.4,2.6,0.117235679
52:25.2,42.6218,13.2807,10.4,2.6,0.117245679
52:48.4,42.7463,13.2083,8.7,2.6,0.117255679
59:08.0,42.8027,13.167,9.5,2.3,0.117265679
06:44.7,42.6143,13.304,10.5,3,0.117275679
14:57.5,42.596,13.2993,7.5,2,0.117285679
18:59.6,42.6175,13.2867,10.7,2.1,0.117295679
26:11.7,42.7002,13.2933,10.7,2.1,0.117305679
34:30.5,42.6177,13.3317,10.4,2,0.117315679
08:01.6,42.7922,13.2373,7,2.8,0.117325679
08:57.5,42.6092,13.3017,8.7,2.7,0.117335679
09:38.4,42.6078,13.3012,7.9,2.4,0.117345679
20:41.0,42.7518,13.1657,9.8,2,0.117355679
31:20.9,42.7637,13.2122,10.3,2.4,0.117365679
35:23.9,42.6207,13.2478,10,2.4,0.117375679
43:18.3,42.6247,13.2127,11.3,2,0.117385679
46:23.7,42.6508,13.2917,7.5,2,0.117395679
48:46.1,42.8135,13.1577,10.3,2,0.117405679
50:00.2,42.8623,13.1652,10.5,2.1,0.117415679
50:41.8,42.8222,13.241,9.6,2,0.117425679
10:56.3,42.732,13.1822,9.6,2.4,0.117435679
14:28.2,42.8182,13.2367,9.8,2.4,0.117445679
27:48.1,42.6225,13.3003,7.4,2.4,0.117455679
34:34.1,42.6218,13.3167,8.2,2.5,0.117465679
35:30.1,42.8107,13.1743,9.5,2.3,0.117475679
47:32.0,42.8345,13.2172,8.3,2.6,0.117485679
08:06.4,42.8168,13.1675,10,2.1,0.117495679
15:09.7,42.5157,13.3038,14,2.1,0.117505679
32:50.6,42.5967,13.2815,10.1,3.7,0.117515679
33:40.9,42.6687,13.2097,14.8,2.8,0.117525679
38:15.3,42.6195,13.2853,7.3,2.1,0.117535679
48:40.0,42.761,13.1717,10.2,2,0.117545679
16:23.7,42.6017,13.2925,7.3,3,0.117555679
22:34.0,42.7412,13.1888,8.1,2.3,0.117565679
37:08.4,42.7483,13.1905,9.9,2.4,0.117575679
42:53.9,42.7957,13.2473,9.3,2,0.117585679
47:41.7,42.8127,13.2463,9.6,2,0.117595679
49:55.9,42.7587,13.245,9.9,2,0.117605679
04:15.3,42.5883,13.2957,8.5,2.9,0.117615679
05:29.2,42.6922,13.1613,10.8,3.5,0.117625679
09:18.2,42.5993,13.298,6.7,2.7,0.117635679
10:24.8,42.7687,13.1255,10.3,2.1,0.117645679
14:27.3,42.7022,13.1637,10.9,2.1,0.117655679
37:47.4,42.6533,13.2262,11.3,2,0.117665679
38:24.7,42.8075,13.1757,9.9,2,0.117675679
11:55.5,42.6412,13.2992,10.9,2.8,0.117685679
14:04.8,42.8023,13.1503,7,2.1,0.117695679
14:33.8,42.7898,13.2412,9.3,2.1,0.117705679
18:13.5,42.6272,13.2962,7.6,2.3,0.117715679
37:11.0,42.586,13.2965,9,2.5,0.117725679
45:57.5,42.8568,13.2415,9.5,2.1,0.117735679
56:21.1,42.7852,13.2352,8.3,2.2,0.117745679
59:20.1,42.5142,13.2903,10.9,2.2,0.117755679
15:04.4,42.5902,13.3012,8.3,2.7,0.117765679
16:47.7,42.7773,13.259,14.6,2.1,0.117775679
24:27.6,42.6067,13.3052,9.8,2.2,0.117785679
35:25.8,42.7673,13.1798,9.6,2.2,0.117795679
36:23.7,42.7637,13.2352,9.1,2,0.117805679
51:38.2,42.6862,13.1742,10,2.8,0.117815679
52:07.1,42.6127,13.2953,7.7,2.8,0.117825679
01:21.4,42.6098,13.2957,7.6,2,0.117835679
02:27.7,42.626,13.3035,7.7,2,0.117845679
03:17.8,42.6398,13.3157,7.9,2.5,0.117855679
17:47.2,42.6837,13.2933,9.7,2,0.117865679
43:20.0,42.6517,13.2512,11.1,2.6,0.117875679
58:09.6,42.708,13.2182,10.6,2.2,0.117885679
02:36.7,42.73,13.2028,10.2,2.1,0.117895679
04:41.9,42.6008,13.293,7.7,2.2,0.117905679
15:14.7,42.6252,13.2948,7.4,2.3,0.117915679
23:47.0,42.7388,13.1798,9.5,2.6,0.117925679
24:19.0,42.831,13.2335,9.1,2.2,0.117935679
26:28.3,42.793,13.1303,8,2.8,0.117945679
31:26.8,42.7873,13.1297,7.9,2.2,0.117955679
47:30.9,42.7438,13.1428,10.8,2.2,0.117965679
49:12.3,42.794,13.1532,10.1,3.2,0.117975679
51:50.1,42.7373,13.1692,10.2,2.6,0.117985679
56:30.4,42.7438,13.1728,10.7,2.6,0.117995679
56:30.5,42.746,13.175,10.6,2.5,0.118005679
