Time,Latitude,Longitude,Depth/Km,Magnitude,errorMag
37:40.4,42.8063,13.2233,9.1,2.022070799100276,0.112625679
40:15.7,42.7358,13.1957,10.4,2.5708586035707324,0.112635679
50:30.6,42.8197,13.1602,9.8,4.5,0.112645679
59:59.8,42.8332,13.1435,10.2,3.5,0.112655679
01:48.4,42.8243,13.1705,8.8,2.830524499753896,0.112665679
06:09.3,42.8347,13.1507,10.3,3.6,0.112675679
13:27.0,42.8282,13.1538,9.7,3.0604062140753143,0.112685679
18:27.0,42.8207,13.1248,7.8,3.4,0.112695679
22:53.3,42.8053,13.2087,9.1,2.1422518341001244,0.112705679
42:10.4,42.8352,13.2543,7.0,2.559832093670203,0.112715679
43:42.0,42.8363,13.2518,8.6,2.287426614468077,0.112725679
00:26.8,42.8213,13.1547,9.7,2.7432191130643666,0.112735679
05:11.3,42.748,13.2242,8.8,2.943033781541973,0.112745679
12:09.0,42.8047,13.2592,7.8,2.4041098381241883,0.112755679
20:03.6,42.8192,13.2235,7.8,3.130339514241691,0.112765679
23:51.1,42.8095,13.243,7.3,2.6028959117197936,0.112775679
25:33.2,42.835,13.1613,9.8,2.870506212493801,0.112785679
31:53.2,42.7867,13.2115,6.8,3.1435906816802888,0.112795679
33:13.6,42.6888,13.3113,5.5,2.759785082967856,0.112805679
38:27.5,42.7858,13.1497,9.7,2.6731500112190245,0.112815679
49:40.9,42.6115,13.3178,10.1,2.651378609935118,0.112825679
55:01.9,42.6073,13.2627,11.1,2.2859920679884613,0.112835679
55:41.1,42.7845,13.1757,7.3,2.318038479301849,0.112845679
57:09.2,42.7723,13.1872,9.5,2.4336874916483504,0.112855679
59:29.4,42.6603,13.2013,10.4,2.3501762473927164,0.112865679
02:20.8,42.7997,13.2403,8.3,3.8,0.112875679
03:30.2,42.801,13.179,10.0,3.0106826391686945,0.112885679
25:59.5,42.7998,13.1488,9.8,2.832052690456841,0.112895679
28:45.6,42.8093,13.1982,9.6,2.7162078347505716,0.112905679
39:44.8,42.8048,13.2123,9.1,2.6720426932300936,0.112915679
45:10.4,42.7288,13.1973,8.5,2.2289971580150163,0.112925679
52:11.1,42.793,13.175,8.8,2.7541978107772978,0.112935679
02:21.1,42.6313,13.3142,9.8,3.039346162603456,0.112945679
08:23.2,42.6887,13.2167,11.0,3.1564303456071876,0.112955679
09:06.6,42.8067,13.1937,8.3,2.0225500286917173,0.112965679
20:26.1,42.6477,13.2182,12.0,2.713210859539599,0.112975679
39:27.8,42.7973,13.2405,8.9,2.800693623209899,0.112985679
34:47.3,42.7352,13.2375,9.4,2.5819143167413063,0.112995679
37:11.3,42.765,13.1537,9.1,2.99559905668167,0.113005679
39:53.0,42.7247,13.2032,8.6,3.121917537967169,0.113015679
54:29.7,42.6207,13.2848,7.1,2.7890030810638597,0.113025679
57:21.9,42.665,13.3062,7.3,2.6632446977693243,0.113035679
04:00.0,42.6152,13.32,5.9,3.132233154654485,0.113045679
16:42.6,42.6208,13.2512,11.4,2.497798144433784,0.113055679
27:01.5,42.8183,13.228,9.1,2.504356014370318,0.113065679
29:53.2,42.6055,13.2763,10.4,2.428209023167418,0.113075679
37:08.3,42.803,13.1897,6.1,2.529349793654254,0.113085679
38:00.4,42.8012,13.2493,7.5,2.1734328855549556,0.113095679
46:09.5,42.6587,13.2147,10.3,4.2,0.113105679
49:56.8,42.7593,13.2487,7.8,3.0606248084477885,0.113115679
50:54.6,42.7388,13.1952,9.9,2.939377595457769,0.113125679
54:34.5,42.6182,13.2412,11.2,2.188905942397083,0.113135679
55:23.2,42.8043,13.2458,8.7,2.905272268785404,0.113145679
56:16.5,42.7968,13.2312,9.3,3.0609737350039143,0.113155679
06:44.6,42.816,13.1483,10.5,2.8777815672509135,0.113165679
08:03.8,42.845,13.1123,8.4,2.6247282413587687,0.113175679
12:20.5,42.6875,13.1873,9.5,2.9532747577179883,0.113185679
18:52.2,42.7437,13.2648,9.6,2.023277741913613,0.113195679
36:06.9,42.6887,13.166,10.2,2.39959754317071,0.113205679
37:53.5,42.6517,13.2262,10.5,3.066182334514389,0.113215679
39:31.1,42.7035,13.1647,10.3,2.278073844296972,0.113225679
42:30.1,42.7757,13.1663,10.0,2.6344685251181916,0.113235679
43:51.4,42.7712,13.1808,9.5,3.046932171301279,0.113245679
53:58.2,42.8002,13.2622,8.5,3.190864173115353,0.113255679
58:42.0,42.7898,13.1903,8.9,2.4924000461088633,0.113265679
00:49.6,42.7407,13.2562,9.9,2.0899908929882316,0.113275679
10:18.8,42.6502,13.2383,10.6,2.9138001219878022,0.113285679
22:49.2,42.646,13.2422,12.2,2.4537863376404765,0.113295679
26:02.6,42.8012,13.2107,8.8,2.964329175426289,0.113305679
30:00.9,42.605,13.2357,12.4,2.545598719080828,0.113315679
31:00.7,42.6257,13.309,9.0,2.7758786614414728,0.113325679
32:06.4,42.8255,13.1512,9.9,2.540127448332954,0.113335679
38:00.1,42.7897,13.2163,7.8,2.437290041030996,0.113345679
44:00.4,42.7968,13.2402,6.3,2.8341652958152426,0.113355679
56:20.6,42.749,13.1752,10.3,2.393299603545423,0.113365679
02:57.7,42.6858,13.2227,10.0,3.1769801308108607,0.113375679
06:11.6,42.7273,13.2193,10.0,3.184786608924575,0.113385679
08:36.4,42.6512,13.3003,7.8,2.5070400870385448,0.113395679
14:30.0,42.7757,13.1608,8.2,2.649353505043804,0.113405679
16:29.2,42.785,13.2188,10.3,3.096239729574986,0.113415679
17:40.0,42.6277,13.2982,7.9,2.0386559582022996,0.113425679
19:47.3,42.8132,13.1895,8.2,2.612442987188907,0.113435679
21:36.1,42.7808,13.1477,8.7,3.3,0.113445679
23:45.0,42.7753,13.2518,7.6,3.1840813182174434,0.113455679
56:22.9,42.6537,13.2163,11.3,3.0456783908017044,0.113465679
05:51.8,42.7778,13.1855,9.3,2.8897631190246944,0.113475679
12:27.5,42.7542,13.1867,9.9,2.8464289934519704,0.113485679
13:21.5,42.6163,13.2908,9.9,2.032617542768157,0.113495679
15:38.1,42.7888,13.1532,11.4,2.1763195334178134,0.113505679
27:48.3,42.7587,13.1047,8.4,3.0658784268444146,0.113515679
29:45.7,42.6485,13.2955,5.6,2.397888427937562,0.113525679
35:25.3,42.7577,13.0885,10.7,2.167905242264447,0.113535679
39:06.2,42.6725,13.1917,9.6,2.237369694070613,0.113545679
39:30.3,42.6053,13.2318,18.0,2.3349765133420908,0.113555679
45:44.8,42.8038,13.1722,10.1,2.064712310964752,0.113565679
55:10.9,42.6597,13.2137,10.7,2.296911247484829,0.113575679
00:36.5,42.8057,13.1877,9.3,2.81790557445854,0.113585679
02:02.5,42.6415,13.3043,11.1,3.0677424191479825,0.113595679
02:02.6,42.6643,13.2998,0.7,3.110362486065894,0.113605679
10:52.3,42.8368,13.1493,8.6,2.976656297695394,0.113615679
15:47.0,42.6588,13.2812,10.7,2.40280437610374,0.113625679
20:24.3,42.7923,13.2028,9.6,2.159723268744466,0.113635679
22:05.5,42.7935,13.1687,10.2,3.171605784246897,0.113645679
23:12.1,42.7422,13.178,10.8,2.099522519443987,0.113655679
35:34.3,42.7807,13.1297,10.6,2.805193027669177,0.113665679
56:09.9,42.7027,13.2243,10.7,2.0019359421674388,0.113675679
57:19.8,42.7288,13.2393,10.8,2.0221835533404664,0.113685679
03:02.7,42.7405,13.2337,8.9,2.9659642120988865,0.113695679
03:51.2,42.813,13.1973,9.2,2.8075653456416014,0.113705679
04:57.8,42.7533,13.2353,7.5,2.4731866725604177,0.113715679
06:16.8,42.7325,13.2442,10.4,2.49232841161065,0.113725679
07:57.2,42.8,13.2522,8.4,2.4982438487483853,0.113735679
22:05.8,42.6535,13.2098,11.8,4.0,0.113745679
24:55.8,42.7505,13.2323,9.4,3.4,0.113755679
28:23.4,42.6017,13.231,15.9,2.929172864376552,0.113765679
30:04.5,42.6503,13.2212,10.4,3.187877829999052,0.113775679
32:10.5,42.6638,13.226,5.8,3.093287494499505,0.113785679
36:56.7,42.563,13.2658,13.5,2.4450581872366524,0.113795679
59:36.9,42.8287,13.2512,7.9,2.939834109337667,0.113805679
05:52.7,42.8458,13.2387,8.9,2.2615887766430327,0.113815679
07:25.3,42.6933,13.2727,10.6,2.6896595795512095,0.113825679
09:50.8,42.7628,13.1497,10.7,2.489353644893277,0.113835679
11:21.0,42.4902,13.2318,10.4,2.873773325843362,0.113845679
12:34.7,42.6063,13.3035,11.1,2.1564222196687206,0.113855679
16:15.0,42.7538,13.1092,7.6,3.1084516200990704,0.113865679
17:03.0,42.6202,13.2968,7.8,2.510114660581184,0.113875679
19:15.4,42.7208,13.2077,10.4,2.4700112362378563,0.113885679
19:37.6,42.8473,13.2627,9.7,3.162098975176736,0.113895679
32:38.7,42.6413,13.2127,10.1,3.012609540191783,0.113905679
34:35.5,42.5353,13.2313,9.4,3.0037840155631934,0.113915679
35:24.1,42.661,13.2563,8.3,2.823933980529462,0.113925679
37:20.5,42.6187,13.2667,10.6,3.0210843093873545,0.113935679
42:45.4,42.7668,13.191,11.2,2.6741990354137464,0.113945679
44:39.1,42.8077,13.2048,9.3,2.5075542096778274,0.113955679
48:28.3,42.9918,13.2743,29.0,2.284636760491511,0.113965679
50:13.8,42.7545,13.1942,9.6,2.4512006348928956,0.113975679
55:57.5,42.5995,13.2158,15.9,3.145636125596285,0.113985679
57:52.4,42.7505,13.1995,9.6,3.11779571718872,0.113995679
58:44.7,42.8068,13.1557,9.1,2.837321252233357,0.114005679
05:30.7,42.6298,13.2463,15.2,2.0850832577160694,0.114015679
14:05.9,42.7407,13.1847,9.9,3.0249986368235704,0.114025679
21:25.2,42.8063,13.1493,8.8,2.2726533661177517,0.114035679
21:25.1,42.8085,13.1547,9.6,2.755510051737486,0.114045679
23:10.0,42.7962,13.1515,8.6,2.7062468094181837,0.114055679
23:10.3,42.8053,13.1393,9.4,2.0524425178189003,0.114065679
28:46.9,42.7577,13.1872,9.7,2.881593709453491,0.114075679
29:40.1,42.7533,13.1917,9.3,2.9312236209279203,0.114085679
35:48.7,42.7512,13.2057,9.9,2.196431191274356,0.114095679
41:29.5,42.6517,13.2992,7.1,2.1548504614905966,0.114105679
42:24.8,42.7078,13.2368,9.3,2.266676087713697,0.114115679
51:57.7,42.962,13.1595,9.3,2.4929396038585394,0.114125679
52:15.5,42.8392,13.2097,8.5,3.091582636725186,0.114135679
03:25.9,42.8068,13.195,9.9,2.4258587987071873,0.114145679
03:55.5,42.7292,13.2053,9.1,3.181685169989069,0.114155679
07:13.1,42.82,13.2247,9.7,2.7242231086602944,0.114165679
08:01.6,42.6412,13.3382,4.0,2.709708762497674,0.114175679
09:53.2,42.6113,13.3078,10.0,3.0179453788250754,0.114185679
29:13.3,42.7632,13.116,8.3,2.8416167933306573,0.114195679
36:28.3,42.6422,13.3068,9.6,2.2596489928886223,0.114205679
57:41.4,42.8007,13.1428,10.6,2.978986742823551,0.114215679
10:57.5,42.8312,13.1538,9.7,2.3500184507793325,0.114225679
15:04.4,42.8112,13.154,9.3,3.102254690491139,0.114235679
17:16.7,42.7452,13.1927,9.0,4.3,0.114245679
21:19.2,42.7545,13.1998,9.9,3.1216474298281387,0.114255679
22:03.8,42.7628,13.2047,9.8,2.6170307276777787,0.114265679
26:53.4,42.8415,13.255,8.6,2.468729021785077,0.114275679
28:29.5,42.7372,13.2188,10.2,3.1816254783419216,0.114285679
30:32.0,42.8625,13.0177,10.6,3.15522743335167,0.114295679
31:11.7,42.7913,13.1517,9.4,2.674229287996906,0.114305679
34:20.4,42.7563,13.1747,10.5,2.208279475089767,0.114315679
34:53.1,42.7677,13.1682,10.4,2.0777895705812095,0.114325679
37:08.1,42.7918,13.2328,9.2,2.722040057695322,0.114335679
38:03.2,42.7648,13.1838,10.2,2.0433435319221687,0.114345679
40:07.7,42.7568,13.1955,9.5,2.917811208971518,0.114355679
48:30.7,42.7105,13.2268,9.0,3.1488443774755273,0.114365679
49:17.5,42.7357,13.1973,10.1,2.26134424405543,0.114375679
50:17.7,42.753,13.1983,8.9,2.874089479368778,0.114385679
51:33.3,42.8257,13.2453,9.3,2.5017716440893634,0.114395679
55:39.4,42.7525,13.1817,10.2,2.244260547436962,0.114405679
01:54.1,42.7608,13.2025,9.8,2.662134685599252,0.114415679
03:01.8,42.7332,13.1993,9.7,2.6837734240175535,0.114425679
03:29.9,42.5778,13.2388,10.6,2.3545745968150187,0.114435679
12:11.8,42.6913,13.2343,10.2,3.3,0.114445679
13:26.9,42.6148,13.2938,6.8,2.127383043627377,0.114455679
16:32.0,42.6832,13.2578,10.9,3.0469372631293585,0.114465679
22:03.1,42.7638,13.2268,10.3,2.530924029623968,0.114475679
38:44.2,42.7412,13.2033,10.2,2.376407068031233,0.114485679
41:34.5,42.8452,13.221,8.6,2.855442571911927,0.114495679
46:21.0,42.7953,13.2033,9.0,3.0916002327505407,0.114505679
47:10.3,42.7603,13.2062,9.5,2.8492649364122964,0.114515679
51:40.2,42.6323,13.3263,8.2,3.8,0.114525679
53:21.9,42.812,13.2123,8.4,2.378530561123075,0.114535679
56:57.5,42.7845,13.1753,6.3,3.1608477027269304,0.114545679
56:57.3,42.7905,13.2153,7.9,2.4069369562015472,0.114555679
47:47.2,42.7892,13.2075,9.4,3.0363595854241296,0.114565679
47:47.1,42.7917,13.216,9.5,2.663949079544661,0.114575679
56:14.8,42.6277,13.2372,10.9,3.0397677583552625,0.114585679
58:16.3,42.6197,13.2258,10.4,2.849957430252466,0.114595679
19:19.8,42.8027,13.1437,10.3,2.4678756180856416,0.114605679
32:23.6,42.6158,13.2768,11.5,2.5880160686736637,0.114615679
38:17.0,42.7453,13.2217,9.0,2.659182054465795,0.114625679
51:47.6,42.6218,13.2183,9.9,2.925983780719743,0.114635679
55:23.9,42.7592,13.2278,9.9,2.533720813174949,0.114645679
00:54.8,42.6188,13.3012,8.3,2.904569738939256,0.114655679
03:16.6,42.8742,13.2278,8.1,3.0156064987266804,0.114665679
06:46.7,42.6213,13.2533,10.3,2.8165017659784044,0.114675679
08:04.3,42.7488,13.2178,9.9,2.083029479363269,0.114685679
23:19.1,42.6227,13.3152,12.3,3.1213676066510967,0.114695679
27:54.4,42.7557,13.196,10.7,2.8433371443826125,0.114705679
39:17.2,42.782,13.2098,10.5,2.148114836318647,0.114715679
45:59.8,42.6192,13.2292,11.4,2.995093734198131,0.114725679
21:32.1,42.6532,13.2873,6.7,2.6726512439025045,0.114735679
21:52.3,42.8352,13.2547,8.4,2.851719082537894,0.114745679
23:55.7,42.7388,13.2305,10.2,2.549665444526571,0.114755679
27:06.5,42.7393,13.2198,10.4,2.2633814309879585,0.114765679
34:03.6,42.8068,13.226,7.4,2.068336904601226,0.114775679
35:14.4,42.6192,13.2902,7.8,2.192408350902161,0.114785679
38:30.9,42.7458,13.2307,10.3,3.0136742217357577,0.114795679
59:37.4,42.6137,13.3032,6.9,2.529551717079188,0.114805679
00:37.2,42.6612,13.2633,14.5,2.895546248164145,0.114815679
08:16.1,42.6938,13.3038,10.1,3.0936532344541847,0.114825679
30:28.5,42.6125,13.2362,10.8,2.757152677312318,0.114835679
32:34.2,42.7757,13.108,6.7,3.174931330467996,0.114845679
45:44.2,42.7982,13.1757,9.8,2.2027238799746245,0.114855679
07:59.2,42.6982,13.2355,10.6,2.9501380415984215,0.114865679
26:52.7,42.6528,13.2943,7.8,3.1947547032285892,0.114875679
41:43.0,42.7613,13.2593,8.5,2.9133034265403115,0.114885679
46:00.5,42.7405,13.1342,9.7,2.5959106227569246,0.114895679
48:49.2,42.6657,13.2622,9.9,3.014458449749144,0.114905679
50:53.8,42.6117,13.2618,11.5,2.1761056736233586,0.114915679
54:14.0,42.6072,13.3067,8.2,3.003991572883015,0.114925679
55:18.2,42.7575,13.2023,9.9,2.085103196269705,0.114935679
01:30.4,42.6348,13.2092,13.7,2.6207803888010837,0.114945679
03:33.7,42.6397,13.2217,10.9,2.920465885080925,0.114955679
19:40.1,42.8072,13.1563,10.1,2.364248968687117,0.114965679
21:59.6,42.8123,13.1763,10.3,2.936803276594362,0.114975679
21:59.7,42.8148,13.1697,9.4,2.8287972618443766,0.114985679
28:42.2,42.8022,13.2648,10.7,2.7390692285316036,0.114995679
36:47.6,42.5837,13.2723,10.8,2.8413077336493373,0.115005679
38:35.6,42.6167,13.305,9.0,2.378279896170718,0.115015679
45:50.7,42.7917,13.2352,7.1,2.545656862422145,0.115025679
53:11.2,42.6378,13.2173,13.7,2.7010745910356375,0.115035679
12:02.5,42.7522,13.2088,9.8,2.052564804993819,0.115045679
16:52.7,42.8368,13.2242,9.2,2.6974895065019457,0.115055679
18:11.8,42.6997,13.2462,10.8,2.682738672220216,0.115065679
21:58.5,42.6132,13.2522,10.7,2.5120637022360546,0.115075679
36:05.2,42.6003,13.2823,7.5,4.4,0.115085679
39:19.9,42.7693,13.1258,10.7,2.1510038032987904,0.115095679
42:00.1,42.7342,13.1623,8.7,2.689885115897583,0.115105679
43:00.0,42.6852,13.2048,10.8,2.2875104770057635,0.115115679
47:55.7,42.623,13.2915,7.2,2.38217798923188,0.115125679
50:19.8,42.7288,13.1748,10.1,2.2098163856889754,0.115135679
51:24.6,42.6227,13.3027,7.5,3.0033290381804285,0.115145679
55:00.7,42.8622,13.2407,8.1,2.1554993009776795,0.115155679
55:30.6,42.7988,13.2425,9.1,2.963066520255092,0.115165679
09:53.7,42.621,13.2883,8.2,2.1837942670013266,0.115175679
12:32.9,42.7682,13.246,8.9,2.293887662477884,0.115185679
13:11.6,42.6067,13.3127,11.0,2.1055560693111826,0.115195679
16:24.2,42.6718,13.2158,10.4,2.9753753671779655,0.115205679
19:40.3,42.7707,13.2215,14.0,2.9554350894684633,0.115215679
27:22.2,42.61,13.3033,7.5,2.8560866171739656,0.115225679
34:55.4,42.605,13.294,9.6,2.7409918031060987,0.115235679
36:09.3,42.81,13.1987,10.0,2.1402502349298707,0.115245679
37:34.0,42.746,13.1982,10.5,2.3628907720280825,0.115255679
46:09.0,42.6212,13.2987,8.5,2.2928940458878,0.115265679
47:27.5,42.7247,13.209,10.7,2.334553331000212,0.115275679
54:50.0,42.6807,13.2195,10.1,2.7094595627742355,0.115285679
07:48.7,42.6267,13.3017,8.3,2.7946946354027387,0.115295679
17:18.6,42.7773,13.1187,8.1,2.0729130644023392,0.115305679
25:08.2,42.783,13.1197,7.6,2.296345863431369,0.115315679
25:48.4,42.7427,13.2463,10.2,2.505780796171192,0.115325679
55:33.6,42.7948,13.2022,9.1,2.6064165939115655,0.115335679
58:47.6,42.8123,13.245,8.5,3.0895418879867353,0.115345679
06:43.2,42.8093,13.2372,8.4,2.2168970799428034,0.115355679
14:50.6,42.7322,13.2343,9.3,2.1722612255621945,0.115365679
15:24.7,42.7993,13.2092,10.0,3.0345619881439294,0.115375679
22:30.0,42.8432,13.2212,7.8,2.605530966620673,0.115385679
24:09.7,42.6198,13.2957,9.7,2.4421032191006615,0.115395679
32:53.0,42.6863,13.2095,10.3,3.0612529046420005,0.115405679
49:07.7,42.8162,13.2393,9.4,2.270515734866639,0.115415679
00:51.9,42.8285,13.2318,8.6,2.484078418877363,0.115425679
09:22.8,42.7037,13.2243,8.2,2.3422678140013304,0.115435679
10:28.8,42.6785,13.1877,10.4,3.065562211533239,0.115445679
23:44.8,42.8088,13.2493,9.0,2.1805161371649584,0.115455679
32:10.9,42.7987,13.2158,10.0,3.0869983584249487,0.115465679
47:25.0,42.8315,13.2227,9.0,2.101191317376704,0.115475679
54:38.4,42.6107,13.2985,7.5,2.9410614832501563,0.115485679
57:43.1,42.8048,13.2012,9.9,2.849062622732182,0.115495679
59:13.3,42.7763,13.2478,9.6,3.1332212369769445,0.115505679
00:15.0,42.8153,13.1932,10.5,2.850504331635671,0.115515679
22:42.5,42.6612,13.2603,10.0,2.401709972450657,0.115525679
30:24.2,42.6258,13.2995,8.0,2.6510941034068196,0.115535679
31:10.2,42.8108,13.2493,7.3,2.160281255296799,0.115545679
31:59.9,42.7548,13.1677,11.0,2.196808528689938,0.115555679
32:25.1,42.8338,13.1598,10.3,2.8189031356978687,0.115565679
37:39.2,42.7567,13.1487,9.2,2.3442279494313087,0.115575679
45:23.4,42.6412,13.2998,10.9,2.5084283510656125,0.115585679
51:25.2,42.6058,13.2938,7.9,2.2346571355724256,0.115595679
59:55.9,42.7917,13.2623,11.1,2.943758490635352,0.115605679
02:54.5,42.6083,13.2997,8.2,3.175583885518929,0.115615679
08:10.3,42.6083,13.2673,10.3,2.8275630822365816,0.115625679
29:08.0,42.63,13.3088,7.6,3.112104602780242,0.115635679
34:41.2,42.6342,13.2262,9.2,3.1304934423235653,0.115645679
42:31.9,42.7658,13.1483,9.9,2.5955918759860976,0.115655679
47:02.9,42.7392,13.176,10.9,2.349841344340579,0.115665679
00:58.0,42.6177,13.2983,7.5,2.936983819338225,0.115675679
05:31.2,42.644,13.2838,8.0,3.03518488701239,0.115685679
07:14.0,42.8025,13.1628,10.2,2.6717590341300363,0.115695679
12:23.6,42.7825,13.1778,16.7,2.782015053214998,0.115705679
31:28.6,42.7923,13.2163,8.9,3.045050500493323,0.115715679
32:43.1,42.739,13.2203,10.4,3.0145277265293133,0.115725679
40:45.0,42.5908,13.2883,10.4,3.4,0.115735679
44:02.4,42.6115,13.2267,14.6,2.4994874257842863,0.115745679
48:49.8,42.6062,13.2968,9.6,2.606540961223404,0.115755679
17:48.6,42.7623,13.158,10.4,2.3564539743418043,0.115765679
26:48.5,42.6258,13.2252,9.7,2.8769872635235063,0.115775679
40:42.0,42.8187,13.1925,10.1,3.133860065594444,0.115785679
42:37.4,42.7912,13.1968,6.6,2.999555478317511,0.115795679
49:44.2,42.812,13.1817,15.3,2.8729954507045004,0.115805679
55:13.3,42.792,13.1487,10.8,2.476761701961993,0.115815679
59:27.8,42.8188,13.1637,8.8,2.191007211480261,0.115825679
00:16.6,42.6348,13.2967,10.5,2.144402717605751,0.115835679
05:17.4,42.7252,13.1923,10.4,2.4530858159122366,0.115845679
06:06.4,42.6408,13.2913,8.3,2.581598203437307,0.115855679
09:31.5,42.7198,13.2247,9.9,2.6509429852277706,0.115865679
14:24.2,42.6237,13.2902,7.9,2.192662855421207,0.115875679
14:24.3,42.6298,13.2972,8.1,2.9924672690734617,0.115885679
16:23.1,42.5332,13.2217,10.6,2.4709497703497965,0.115895679
20:47.6,42.7233,13.2213,10.4,2.099505498622359,0.115905679
24:21.3,42.7347,13.2017,8.7,2.976417318304178,0.115915679
26:37.3,42.8257,13.1568,8.4,2.579299352742309,0.115925679
27:19.4,42.6038,13.2507,10.7,3.1560361239149435,0.115935679
39:17.4,42.8048,13.2113,9.9,2.7298628949129466,0.115945679
40:46.8,42.8128,13.2102,12.6,2.4570400866565016,0.115955679
53:25.4,42.8182,13.1487,8.0,3.158996763831465,0.115965679
56:04.2,42.8168,13.1508,4.2,2.110764416892505,0.115975679
08:55.1,42.8447,13.1717,13.3,2.214420412053298,0.115985679
13:06.8,42.7365,13.3098,19.3,2.2332369772307716,0.115995679
13:45.5,42.8317,13.1635,10.2,2.6927534281841368,0.116005679
16:24.6,42.7497,13.1895,9.6,2.4686015103373995,0.116015679
20:03.4,42.8323,13.1598,9.9,2.7717603998915843,0.116025679
24:41.6,42.7368,13.1947,6.5,2.435796907078659,0.116035679
43:46.0,42.7273,13.2498,10.0,2.831290253645734,0.116045679
45:10.8,42.6165,13.2255,11.2,2.816452291571066,0.116055679
46:23.7,42.8062,13.223,7.8,3.1016062157874136,0.116065679
46:23.8,42.8118,13.2147,9.3,2.6876101693816015,0.116075679
47:17.3,42.8133,13.1842,8.0,2.413162828207214,0.116085679
48:16.2,42.772,13.1577,11.1,2.760616850857942,0.116095679
54:20.6,42.8217,13.2108,6.7,2.4450850497363756,0.116105679
56:26.7,42.8123,13.233,7.8,2.920743372732317,0.116115679
28:10.9,42.8242,13.1417,9.6,2.186737352641213,0.116125679
34:07.6,42.8408,13.137,8.2,2.2495648178437504,0.116135679
35:45.1,42.7717,13.2427,9.3,2.264018143259958,0.116145679
36:13.8,42.6138,13.317,11.0,2.4838513489482095,0.116155679
49:55.6,42.8047,13.2337,9.0,3.6,0.116165679
02:17.7,42.8072,13.1857,6.9,3.163787008209651,0.116175679
04:09.2,42.6617,13.2842,8.3,3.6,0.116185679
13:29.8,42.805,13.2078,9.2,2.0558568570169533,0.116195679
19:59.2,42.7402,13.2243,6.3,2.04074929004127,0.116205679
29:31.9,42.7225,13.1993,10.8,2.3436149178543384,0.116215679
30:22.7,42.7317,13.1858,10.3,2.969092033768786,0.116225679
36:29.9,42.6753,13.2233,12.0,2.411381670425537,0.116235679
53:20.0,42.6252,13.2435,10.9,2.7219948796026623,0.116245679
06:47.2,42.6227,13.3058,11.1,3.084931735369488,0.116255679
09:00.4,42.7892,13.2265,5.4,2.8198317435663225,0.116265679
09:59.9,42.7555,13.1952,9.6,2.751340528320077,0.116275679
26:49.2,42.8215,13.1567,9.0,2.3140663823692296,0.116285679
41:06.6,42.8103,13.2402,9.3,2.098863351460246,0.116295679
04:40.4,42.8277,13.1465,11.1,2.745543055400912,0.116305679
05:05.4,42.8025,13.17,9.9,3.1089899958598832,0.116315679
08:21.4,42.848,13.2087,6.8,3.0404563108381195,0.116325679
